x,y
7257,2379
7257,5830
7262,1521
7262,6688
7263,907
7263,7302
7267,741
7267,7468
7268,2138
7268,6071
7269,1464
7269,6745
7273,3480
7273,4729
7274,3001
7274,5208
7276,1228
7276,6981
7278,711
7278,7498
7279,2453
7279,5756
7280,2613
7280,5596
7281,3651
7281,4558
7282,1168
7282,7041
7285,1484
7285,6725
7286,3051
7286,5158
7289,2926
7289,5283
7291,981
7291,7228
7292,1412
7292,6797
7294,3842
7294,4367
7296,1566
7296,6643
7297,4056
7297,4153
7298,1550
7298,6659
7300,2718
7300,5491
7302,1531
7302,6678
7304,3251
7304,4958
7310,1015
7310,7194
7311,3321
7311,4888
7315,2169
7315,6040
7316,2299
7316,5910
7318,1925
7318,6284
7319,3995
7319,4214
7320,3286
7320,4923
7321,4009
7321,4200
7322,2132
7322,6077
7324,3645
7324,4564
7326,2795
7326,5414
7327,3961
7327,4248
7329,1523
7329,6686
7330,387
7330,7822
7334,2811
7334,5398
7335,3039
7335,5170
7336,3880
7336,4329
7339,605
7339,7604
7340,3158
7340,5051
7343,2426
7343,5783
7344,1704
7344,6505
7346,2231
7346,5978
7347,2098
7347,6111
7350,425
7350,7784
7354,309
7354,7900
7355,320
7355,7889
7357,1929
7357,6280
7361,3870
7361,4339
7362,2855
7362,5354
7363,757
7363,7452
7364,3750
7364,4459
7365,592
7365,7617
7367,3876
7367,4333
7369,2326
7369,5883
7370,756
7370,7453
7372,1232
7372,6977
7376,2090
7376,6119
7377,539
7377,7670
7378,1794
7378,6415
7379,3090
7379,5119
7380,114
7380,8095
7382,2538
7382,5671
7383,1842
7383,6367
7385,2456
7385,5753
7387,3079
7387,5130
7389,699
7389,7510
7391,121
7391,8088
7396,869
7396,7340
7398,394
7398,7815
7399,2119
7399,6090
7401,2384
7401,5825
7402,1640
7402,6569
7403,331
7403,7878
7405,758
7405,7451
7408,2819
7408,5390
7409,3046
7409,5163
7410,337
7410,7872
7411,495
7411,7714
7413,1705
7413,6504
7416,1453
7416,6756
7417,740
7417,7469
7419,2026
7419,6183
7422,767
7422,7442
7423,3883
7423,4326
7424,42
7424,8167
7426,1405
7426,6804
7427,2508
7427,5701
7428,2053
7428,6156
7429,2438
7429,5771
7430,1736
7430,6473
7431,2843
7431,5366
7432,1893
7432,6316
7433,2345
7433,5864
7434,2896
7434,5313
7435,2161
7435,6048
7436,3041
7436,5168
7437,2295
7437,5914
7438,1785
7438,6424
7439,3895
7439,4314
7440,1512
7440,6697
7441,943
7441,7266
7442,2876
7442,5333
7445,4001
7445,4208
7447,2619
7447,5590
7451,394
7451,7815
7452,3080
7452,5129
7455,539
7455,7670
7457,1109
7457,7100
7460,1753
7460,6456
7462,3759
7462,4450
7463,3898
7463,4311
7464,641
7464,7568
7465,2295
7465,5914
7466,853
7466,7356
7468,2212
7468,5997
7470,765
7470,7444
7471,3635
7471,4574
7473,3981
7473,4228
7475,2487
7475,5722
7477,98
7477,8111
7480,2004
7480,6205
7481,1256
7481,6953
7483,439
7483,7770
7484,2610
7484,5599
7485,2369
7485,5840
7488,1780
7488,6429
7489,2538
7489,5671
7491,2224
7491,5985
7495,2292
7495,5917
7496,3298
7496,4911
7497,2938
7497,5271
7503,120
7503,8089
7504,3159
7504,5050
7505,1585
7505,6624
7506,238
7506,7971
7508,1879
7508,6330
7509,141
7509,8068
7512,674
7512,7535
7514,3097
7514,5112
7515,1352
7515,6857
7516,2116
7516,6093
7517,1067
7517,7142
7521,3609
7521,4600
7522,3683
7522,4526
7524,1122
7524,7087
7526,1220
7526,6989
7530,45
7530,8164
7531,2783
7531,5426
7533,1725
7533,6484
7534,3507
7534,4702
7536,2175
7536,6034
7537,3003
7537,5206
7538,674
7538,7535
7540,1637
7540,6572
7541,4095
7541,4114
7542,1677
7542,6532
7543,1319
7543,6890
7544,1271
7544,6938
7546,628
7546,7581
7548,3910
7548,4299
7551,1282
7551,6927
7553,751
7553,7458
7555,1046
7555,7163
7556,2576
7556,5633
7562,1258
7562,6951
7566,1796
7566,6413
7570,843
7570,7366
7574,1071
7574,7138
7575,372
7575,7837
7576,644
7576,7565
7577,1127
7577,7082
7579,658
7579,7551
7581,1752
7581,6457
7583,856
7583,7353
7584,1266
7584,6943
7585,1184
7585,7025
7587,2181
7587,6028
7588,2886
7588,5323
7590,3851
7590,4358
7591,797
7591,7412
7593,3260
7593,4949
7594,2086
7594,6123
7595,1559
7595,6650
7596,2362
7596,5847
7597,235
7597,7974
7601,1845
7601,6364
7602,1957
7602,6252
7607,875
7607,7334
7612,1356
7612,6853
7616,823
7616,7386
7620,3529
7620,4680
7622,975
7622,7234
7623,1011
7623,7198
7624,746
7624,7463
7625,1584
7625,6625
7626,1598
7626,6611
7629,3524
7629,4685
7630,213
7630,7996
7631,3426
7631,4783
7632,824
7632,7385
7634,3936
7634,4273
7635,620
7635,7589
7636,1389
7636,6820
7637,3709
7637,4500
7638,1729
7638,6480
7640,3471
7640,4738
7643,1825
7643,6384
7644,70
7644,8139
7647,235
7647,7974
7648,373
7648,7836
7651,2957
7651,5252
7654,585
7654,7624
7658,3883
7658,4326
7661,3451
7661,4758
7662,523
7662,7686
7663,2309
7663,5900
7666,3526
7666,4683
7667,1868
7667,6341
7668,3748
7668,4461
7670,3085
7670,5124
7671,749
7671,7460
7672,201
7672,8008
7673,2915
7673,5294
7676,903
7676,7306
7680,2211
7680,5998
7681,114
7681,8095
7683,3780
7683,4429
7684,2873
7684,5336
7687,239
7687,7970
7690,1029
7690,7180
7692,2319
7692,5890
7693,3905
7693,4304
7695,466
7695,7743
7699,2896
7699,5313
7700,1838
7700,6371
7701,2858
7701,5351
7702,386
7702,7823
7704,1549
7704,6660
7705,1886
7705,6323
7709,3104
7709,5105
7711,402
7711,7807
7720,729
7720,7480
7722,2923
7722,5286
7724,3053
7724,5156
7725,2732
7725,5477
7727,626
7727,7583
7732,941
7732,7268
7736,2913
7736,5296
7737,2490
7737,5719
7740,2553
7740,5656
7741,2874
7741,5335
7746,3494
7746,4715
7750,503
7750,7706
7752,2691
7752,5518
7755,233
7755,7976
7756,176
7756,8033
7757,995
7757,7214
7758,1226
7758,6983
7760,821
7760,7388
7761,2713
7761,5496
7762,4083
7762,4126
7766,2218
7766,5991
7767,237
7767,7972
7768,2929
7768,5280
7769,1356
7769,6853
7770,3744
7770,4465
7772,1432
7772,6777
7774,804
7774,7405
7775,1020
7775,7189
7777,1306
7777,6903
7778,1109
7778,7100
7779,1482
7779,6727
7781,2488
7781,5721
7784,1015
7784,7194
7785,1591
7785,6618
7786,3489
7786,4720
7788,1447
7788,6762
7790,3897
7790,4312
7791,2453
7791,5756
7792,1391
7792,6818
7794,2465
7794,5744
7795,580
7795,7629
7797,1315
7797,6894
7798,1779
7798,6430
7803,1713
7803,6496
7808,2245
7808,5964
7809,548
7809,7661
7810,3678
7810,4531
7811,3567
7811,4642
7812,1067
7812,7142
7813,2498
7813,5711
7814,2642
7814,5567
7815,2423
7815,5786
7817,3551
7817,4658
7818,2399
7818,5810
7819,3385
7819,4824
7820,2547
7820,5662
7821,278
7821,7931
7822,3684
7822,4525
7824,2098
7824,6111
7826,3024
7826,5185
7827,3053
7827,5156
7828,2999
7828,5210
7829,1047
7829,7162
7835,99
7835,8110
7839,3636
7839,4573
7843,1560
7843,6649
7847,3062
7847,5147
7849,2774
7849,5435
7850,2170
7850,6039
7851,2405
7851,5804
7852,1442
7852,6767
7853,268
7853,7941
7854,1102
7854,7107
7860,734
7860,7475
7861,3005
7861,5204
7862,97
7862,8112
7864,1211
7864,6998
7865,3544
7865,4665
7868,3926
7868,4283
7869,3239
7869,4970
7870,32
7870,8177
7871,339
7871,7870
7873,1787
7873,6422
7874,3842
7874,4367
7876,2817
7876,5392
7877,1661
7877,6548
7883,516
7883,7693
7884,3964
7884,4245
7886,2646
7886,5563
7887,2208
7887,6001
7888,3554
7888,4655
7890,1011
7890,7198
7893,1572
7893,6637
7897,341
7897,7868
7898,612
7898,7597
7899,178
7899,8031
7900,3254
7900,4955
7901,1211
7901,6998
7902,2521
7902,5688
7905,1007
7905,7202
7907,2856
7907,5353
7908,2909
7908,5300
7910,1878
7910,6331
7911,3893
7911,4316
7912,3177
7912,5032
7915,2793
7915,5416
7916,1900
7916,6309
7926,2751
7926,5458
7928,1712
7928,6497
7939,2363
7939,5846
7941,1259
7941,6950
7942,317
7942,7892
7946,424
7946,7785
7947,340
7947,7869
7948,2225
7948,5984
7951,125
7951,8084
7954,301
7954,7908
7955,3497
7955,4712
7956,1588
7956,6621
7959,1197
7959,7012
7960,1295
7960,6914
7962,1456
7962,6753
7964,410
7964,7799
7966,2468
7966,5741
7972,1525
7972,6684
7973,2204
7973,6005
7974,3329
7974,4880
7976,959
7976,7250
7978,1797
7978,6412
7980,3258
7980,4951
7981,879
7981,7330
7983,236
7983,7973
7985,360
7985,7849
7988,559
7988,7650
7989,3346
7989,4863
7990,2442
7990,5767
7991,627
7991,7582
7994,3665
7994,4544
7999,2872
7999,5337
8001,119
8001,8090
8003,1551
8003,6658
8005,3341
8005,4868
8006,2254
8006,5955
8007,3688
8007,4521
8008,1579
8008,6630
8009,3499
8009,4710
8012,3711
8012,4498
8016,1088
8016,7121
8018,274
8018,7935
8019,710
8019,7499
8021,813
8021,7396
8022,2702
8022,5507
8023,2697
8023,5512
8024,3732
8024,4477
8026,1100
8026,7109
8030,49
8030,8160
8031,1773
8031,6436
8032,733
8032,7476
8036,376
8036,7833
8037,2303
8037,5906
8040,963
8040,7246
8042,2630
8042,5579
8044,78
8044,8131
8046,3957
8046,4252
8049,690
8049,7519
8050,3196
8050,5013
8054,3473
8054,4736
8055,93
8055,8116
8057,2590
8057,5619
8058,1267
8058,6942
8059,3426
8059,4783
8061,2247
8061,5962
8063,3198
8063,5011
8064,1955
8064,6254
8068,475
8068,7734
8070,2476
8070,5733
8072,2801
8072,5408
8073,3117
8073,5092
8077,4012
8077,4197
8079,1384
8079,6825
8081,2325
8081,5884
8082,604
8082,7605
8083,2679
8083,5530
8084,3378
8084,4831
8085,819
8085,7390
8086,2377
8086,5832
8087,4092
8087,4117
8088,316
8088,7893
8089,2332
8089,5877
8093,3036
8093,5173
8094,76
8094,8133
8095,3045
8095,5164
8098,2112
8098,6097
8099,3730
8099,4479
8100,1413
8100,6796
8105,3718
8105,4491
8107,3849
8107,4360
8110,2779
8110,5430
8112,2872
8112,5337
8116,2468
8116,5741
8117,3965
8117,4244
8121,286
8121,7923
8127,393
8127,7816
8133,3337
8133,4872
8134,2277
8134,5932
8137,2027
8137,6182
8139,1161
8139,7048
8141,468
8141,7741
8142,1753
8142,6456
8143,384
8143,7825
8144,2224
8144,5985
8147,3845
8147,4364
8150,2068
8150,6141
8152,332
8152,7877
8153,2644
8153,5565
8155,1587
8155,6622
8157,178
8157,8031
8158,4079
8158,4130
8159,3976
8159,4233
8162,1760
8162,6449
8165,3084
8165,5125
8166,4037
8166,4172
8176,2226
8176,5983
8177,3598
8177,4611
8178,842
8178,7367
8179,149
8179,8060
8180,3115
8180,5094
8181,138
8181,8071
8184,1110
8184,7099
8185,1473
8185,6736
8189,2026
8189,6183
8193,379
8193,7830
8201,1796
8201,6413
8204,2677
8204,5532
8207,339
8207,7870
8208,2
8208,8207
